Topic 0:
	chelyabinsk	0.10308277636197528
	casualty	0.0856523777467904
	defunct	0.041325070923690914
	beacon	0.03005541664663173
	bomber	0.027500961677164978
	buzz	0.0178841900274078
	moscow	0.014878948886858681
	drops	0.014127638601721402
	spot	0.013526590373611577
	todosobretec	0.01307580420252921
	extensive	0.01232449391739193
	ural	0.011122397461172284
	mechanic	0.010371087176035005
	friends	0.010220825119007548
	parts	0.010070563061980092
Topic 1:
	sleeve	0.060215107222166976
	vanishes	0.05303381834653585
	killing	0.04019035939588788
	st	0.03936174914100737
	season	0.02734690044523991
	laborer	0.026656391899506148
	bet	0.025689679935478882
	socialnetwork	0.024170561134864606
	shovel	0.024170561134864606
	outdoors	0.023065747461690586
	hurt	0.01975130644216853
	boyko	0.017679780804967245
	died	0.011465203893363383
	sh	0.008841271419575088
	version	0.008150762873841326
Topic 2:
	shiite	0.06539596325353718
	cnbc	0.06539596325353718
	kohinoor	0.06371957352645342
	worldcup	0.020971635485817743
	bulldozer	0.018457050895192114
	oatmeal	0.017618856031650237
	ak	0.016780661168108363
	wildly	0.016780661168108363
	weapons	0.015942466304566486
	nuclear	0.01510427144102461
	birth	0.01510427144102461
	closer	0.01510427144102461
	unemployed	0.012589686850398981
	currencies	0.011751491986857104
	power	0.010913297123315228
Topic 3:
	colorful	0.038691024271665875
	billboard	0.03132481308239107
	opportunity	0.027641707487753676
	weekly	0.01567161430518213
	image	0.01567161430518213
	fe	0.01475083790652278
	gorilla	0.012909285109204081
	reuters	0.011067732311885382
	vacation	0.010146955913226032
	consumers	0.010146955913226032
	decentralized	0.009226179514566682
	ratings	0.008305403115907333
	beer	0.007384626717247983
	optimistic	0.007384626717247983
	publisher	0.007384626717247983
Topic 4:
	reelection	0.10860623038598607
	rally	0.06561053882023368
	opponents	0.05585893867130015
	shredded	0.033696211060087584
	capital	0.030150174642293574
	exception	0.027933901881172323
	civil	0.025717629120051065
	threats	0.019068810836687294
	elizabeth	0.014636265314444782
	teeth	0.014636265314444782
	portal	0.013749756209996277
	exit	0.012863247105547773
	hugo	0.01197673800109927
	nat	0.01197673800109927
	wait	0.010203719792202266
Topic 5:
	turner	0.0632087716901216
	legged	0.043568110397595304
	diorama	0.031612925263014076
	whisperer	0.02478139090039623
	downtown	0.020511681923760076
	celtics	0.019657740128432848
	terminators	0.019657740128432848
	postrescuers	0.019657740128432848
	examines	0.017949856537778384
	nassif	0.015388031151796693
	recover	0.015388031151796693
	iran	0.014534089356469463
	slashdot	0.012826205765815002
	buzz	0.01026438037983331
	reduced	0.00941043858450608
Topic 6:
	promise	0.02931496150842352
	wasn	0.02931496150842352
	tunisia	0.020947227490795493
	will	0.011184871136896129
	spot	0.00979024880062479
	pick	0.00979024880062479
